onset_time,~68% error,~95% error,sigma_multiplier,max_averaging,peak_intensity [1/cm^2 sr s MeV],peak_time
2022-03-28 12:24:00.112,2022-03-28 12:23:30.112000 -- 2022-03-28 12:25:00.088499,2022-03-28 12:19:00.347000 -- 2022-03-28 12:25:00.088499,2,0 days 00:01:00,0.138,2022-03-28 15:03:52.612
